Site,Trt Unit,Treatment,Scarified,Species,Plant #,Leaves,Grazed,Notes,Leaves_2011,Grazed_2011,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,22,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,23,2,y,,4,n,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,24,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,25,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,26,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,27,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,28,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,29,3,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,30,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,31,3,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,32,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,33,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,34,,,,2,n,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,35,,,,4,n,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,36,,,,,,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,37,,,,3,n,,,,,,,,,,,,,,,
Bellfountain,12,MM,n,LUSUKI,38,,,,11,n,,,,,,,,,,,,,,,
Bellfountain,13,SM,y,LUSUKI,1,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,y,LUSUKI,2,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,y,LUSUKI,3,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,y,LUSUKI,4,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,y,LUSUKI,5,3,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,6,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,7,3,n,,5,n,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,8,3,y,,3,n,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,9,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,10,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,11,2,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,12,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,13,4,y,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,14,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,15,4,y,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,16,4,y,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,17,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,18,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,19,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,20,4,n,,4,n,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,21,2,n,,4,n,,,,,,,,,,,,,,,
Bellfountain,13,SM,n,LUSUKI,22,2,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,13,SM,y,LUSUKI,23,3,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,1,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,2,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,3,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,4,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,5,4,y,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,6,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,7,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,8,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,9,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,10,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,11,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,12,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,y,LUSUKI,13,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,y,LUSUKI,14,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,y,LUSUKI,15,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,16,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,17,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,18,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,19,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,20,,,,3,n,,,,,,,,,,,,,,,
Bellfountain,15,SBG,n,LUSUKI,21,,,,3,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,1,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,2,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,3,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,4,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,5,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,6,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,7,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,8,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,9,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,10,3,y,,2,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,11,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,12,2,y,,2,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,13,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,14,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,15,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,16,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,17,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,18,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,19,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,20,3,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,21,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,22,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,23,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,24,2,y,,4,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,25,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,26,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,27,2,y,,2,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,28,3,y,,7,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,29,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,30,3,y,,4,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,31,3,y,,3,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,32,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,33,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,34,2,y,,3,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,35,2,y,,4,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,36,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,37,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,38,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,39,3,y,,3,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,40,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,41,2,y,,1,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,42,2,y,,5,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,43,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,44,2,y,,6,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,45,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,46,2,y,,3,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,47,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,48,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,49,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,50,2,n,,4,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,y,LUSUKI,51,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,52,4,n,,8,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,53,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,54,3,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,55,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,56,2,n,,4,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,57,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,58,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,59,,,,3,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,60,,,,4,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,61,,,,4,n,,,,,,,,,,,,,,,
Bellfountain,17,Control,n,LUSUKI,62,,,,4,n,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,1,3,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,2,2,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,3,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,4,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,5,2,y,,3,n,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,6,1,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,7,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,8,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,9,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,10,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,11,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,12,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,13,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,14,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,15,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,16,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,17,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,18,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,19,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,20,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,y,LUSUKI,21,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,y,LUSUKI,22,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,y,LUSUKI,23,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,y,LUSUKI,24,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,y,LUSUKI,25,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,18,SM,n,LUSUKI,26,4,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,1,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,2,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,3,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,4,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,5,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,6,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,7,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,8,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,9,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,10,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,11,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,12,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,13,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,14,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,15,1,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,16,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,17,3,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,18,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,19,3,y,,2,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,20,3,y,,2,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,21,2,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,22,3,y,,6,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,23,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,24,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,25,2,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,26,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,27,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,28,0,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,29,0,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,30,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,31,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,32,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,33,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,34,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,35,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,36,2,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,37,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,38,0,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,39,0,y,,3,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,40,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,41,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,42,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,43,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,44,0,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,45,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,46,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,47,1,y,,3,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,48,2,y,,2,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,49,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,50,2,y,,2,y,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,51,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,52,2,n,,1,y,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,53,3,n,,1,y,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,54,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,55,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,56,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,57,1,y,,5,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,58,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,59,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,60,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,61,3,y,,7,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,62,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,63,1,y,,2,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,64,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,65,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,66,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,67,3,y,,3,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,68,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,69,2,n,,9,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,70,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,71,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,72,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,73,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,74,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,75,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,76,2,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,77,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,78,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,79,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,80,3,y,,5,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,81,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,82,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,83,1,y,,2,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,84,1,n,,1,y,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,85,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,86,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,87,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,88,4,y,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,89,3,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,90,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,20,SBG,y,LUSUKI,91,,,,2,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,92,,,,4,n,,,,,,,,,,,,,,,
Bellfountain,20,SBG,n,LUSUKI,93,,,,5,n,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,1,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,2,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,3,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,4,3,y,,1,n,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,5,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,6,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,7,2,n,,1,n,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,8,3,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,9,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,10,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,11,5,y,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,12,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,13,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,14,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,15,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,16,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,17,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,18,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,19,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,20,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,21,3,y,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,22,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,n,LUSUKI,23,4,y,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,,LUSUKI,24,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,y,LUSUKI,25,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,y,LUSUKI,26,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,23,SBG,y,LUSUKI,27,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,1,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,2,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,3,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,4,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,5,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,6,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,7,2,n,,5,n,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,8,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,9,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,10,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,y,LUSUKI,11,4,n,,3,n,,,,,,,,,,,,,,,
Bellfountain,24,SM,y,LUSUKI,12,4,y,,4,n,,,,,,,,,,,,,,,
Bellfountain,24,SM,y,LUSUKI,13,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,14,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,24,SM,n,LUSUKI,15,4,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,1,2,y,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,2,3,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,3,0,y,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,4,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,5,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,6,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,7,0,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,8,1,y,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,9,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,10,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,11,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,12,3,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,13,0,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,14,1,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,15,3,n,,2,n,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,16,2,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,17,0,n,,,,,,,,,,,,,,,,,,
Bellfountain,26,MBG,n,LUSUKI,18,2,n,,3,n,,,,,,,,,,,,,,,
