site,trtUnit,treatment,scarified,speciesID,plantID,leaves_2010,grazed_2010,notes_2010,leaves_2011,grazed_2011,notes_2011
Ft. Hoskins,6,SM,y,LUOR,1,4,n,,10,y,
Ft. Hoskins,6,SM,y,LUOR,2,3,n,,,,
Ft. Hoskins,6,SM,y,LUOR,3,3,n,,3,n,
Ft. Hoskins,6,SM,n,LUOR,4,2,n,,,,
Ft. Hoskins,6,SM,n,LUOR,5,2,n,,,,
Ft. Hoskins,6,SM,n,LUOR,6,3,n,,4,n,
Ft. Hoskins,6,SM,n,LUOR,7,4,n,,,,
Ft. Hoskins,6,SM,n,LUOR,8,4,y,,,,
Ft. Hoskins,9,MBG,n,LUOR,1,1,y,,,,
Ft. Hoskins,9,MBG,n,LUOR,2,2,y,,,,
Ft. Hoskins,9,MBG,n,LUOR,3,2,y,,,,
Ft. Hoskins,9,MBG,n,LUOR,4,3,y,,,,
Ft. Hoskins,9,MBG,n,LUOR,5,3,n,,9,y,
Ft. Hoskins,9,MBG,n,LUOR,6,2,y,,,,
Ft. Hoskins,9,MBG,n,LUOR,7,2,y,,,,
Ft. Hoskins,9,MBG,n,LUOR,8,1,y,,4,n,
Ft. Hoskins,9,MBG,n,LUOR,9,3,n,,,,
Ft. Hoskins,9,MBG,n,LUOR,10,1,y,,,,
Ft. Hoskins,9,MBG,n,LUOR,11,3,n,,5,n,
Ft. Hoskins,9,MBG,y,LUOR,12,2,n,,,,
Ft. Hoskins,9,MBG,y,LUOR,13,2,n,,,,
Ft. Hoskins,9,MBG,y,LUOR,14,2,y,,14,n,
Ft. Hoskins,9,MBG,y,LUOR,15,4,y,,,,
Ft. Hoskins,9,MBG,y,LUOR,16,3,y,,,,
Ft. Hoskins,11,Control,y,LUOR,1,1,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,1,1,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,2,1,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,3,2,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,4,1,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,5,2,y,,2.77,n,"*averaged from plot, leaf count not recorded*"
Ft. Hoskins,16,SBG,n,LUOR,6,3,n,,2,y,
Ft. Hoskins,16,SBG,n,LUOR,7,2,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,8,1,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,9,1,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,10,2,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,11,2,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,12,1,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,13,2,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,14,2,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,15,2,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,16,1,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,17,3,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,18,2,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,19,3,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,20,2,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,21,3,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,22,2,n,,6,n,
Ft. Hoskins,16,SBG,n,LUOR,23,3,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,24,3,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,25,2,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,26,2,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,27,2,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,28,3,n,,1,y,
Ft. Hoskins,16,SBG,n,LUOR,29,2,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,30,4,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,31,3,n,,1,y,
Ft. Hoskins,16,SBG,n,LUOR,32,1,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,33,4,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,34,3,y,,,,
Ft. Hoskins,16,SBG,n,LUOR,35,3,n,,3,y,
Ft. Hoskins,16,SBG,y,LUOR,36,3,n,,,,
Ft. Hoskins,16,SBG,y,LUOR,37,2,n,,,,
Ft. Hoskins,16,SBG,y,LUOR,38,2,n,,,,
Ft. Hoskins,16,SBG,y,LUOR,39,3,n,,,,
Ft. Hoskins,16,SBG,y,LUOR,40,2,n,,,,
Ft. Hoskins,16,SBG,y,LUOR,41,2,n,,,,
Ft. Hoskins,16,SBG,n,LUOR,42,,,,1,y,
Ft. Hoskins,16,SBG,n,LUOR,43,,,,6,n,
Ft. Hoskins,16,SBG,n,LUOR,44,,,,3,y,
Ft. Hoskins,16,SBG,y,LUOR,45,,,,2,n,
Ft. Hoskins,20,SM,y,LUOR,1,3,n,,,,
Ft. Hoskins,20,SM,y,LUOR,2,2,n,,3,n,
Ft. Hoskins,20,SM,y,LUOR,3,3,y,,,,
Ft. Hoskins,20,SM,y,LUOR,4,2,n,,4,y,
Ft. Hoskins,20,SM,y,LUOR,5,2,n,,,,
Ft. Hoskins,20,SM,y,LUOR,6,3,y,,,,
Ft. Hoskins,20,SM,y,LUOR,7,3,n,,,,
Ft. Hoskins,20,SM,y,LUOR,8,3,n,,,,
Ft. Hoskins,20,SM,y,LUOR,9,2,n,,4,n,
Ft. Hoskins,20,SM,y,LUOR,10,3,n,,,,
Ft. Hoskins,20,SM,y,LUOR,11,2,n,,,,
Ft. Hoskins,20,SM,y,LUOR,12,3,y,,,,
Ft. Hoskins,20,SM,y,LUOR,13,3,n,,,,
Ft. Hoskins,20,SM,y,LUOR,14,3,n,,,,
Ft. Hoskins,20,SM,y,LUOR,15,2,n,,,,
Ft. Hoskins,20,SM,n,LUOR,16,3,n,,,,
Ft. Hoskins,20,SM,n,LUOR,17,3,n,,,,
Ft. Hoskins,20,SM,n,LUOR,18,3,n,,,,
Ft. Hoskins,20,SM,n,LUOR,19,3,n,,,,
Ft. Hoskins,20,SM,n,LUOR,20,3,n,,,,
Ft. Hoskins,20,SM,n,LUOR,21,2,n,,3,n,
Ft. Hoskins,20,SM,n,LUOR,22,3,n,,,,
Ft. Hoskins,20,SM,n,LUOR,23,3,y,,,,
Ft. Hoskins,20,SM,n,LUOR,24,2,n,,,,
Ft. Hoskins,20,SM,n,LUOR,25,4,n,,,,
Ft. Hoskins,20,SM,n,LUOR,26,3,y,,6,n,
Ft. Hoskins,21,MBG,n,LUOR,1,1,y,,,,
Ft. Hoskins,21,MBG,n,LUOR,2,2,y,,,,no lupine found
Ft. Hoskins,21,MBG,n,LUOR,3,2,y,,,,
Ft. Hoskins,21,MBG,n,LUOR,4,2,n,,,,
Ft. Hoskins,21,MBG,n,LUOR,5,2,y,,,,
Ft. Hoskins,21,MBG,n,LUOR,6,1,y,,,,
Ft. Hoskins,21,MBG,n,LUOR,7,2,y,,,,
Ft. Hoskins,21,MBG,n,LUOR,8,3,y,,,,
Ft. Hoskins,21,MBG,n,LUOR,9,0,y,,,,
Ft. Hoskins,21,MBG,n,LUOR,10,3,n,,,,
Ft. Hoskins,21,MBG,n,LUOR,11,4,y,,,,
Ft. Hoskins,21,MBG,y,LUOR,12,3,n,,,,
Ft. Hoskins,21,MBG,y,LUOR,13,2,n,,,,
Ft. Hoskins,21,MBG,y,LUOR,14,1,y,,,,
Ft. Hoskins,21,MBG,y,LUOR,15,2,n,,,,
Ft. Hoskins,21,MBG,y,LUOR,16,4,n,,,,
Ft. Hoskins,21,MBG,y,LUOR,17,3,y,,,,
Ft. Hoskins,21,MBG,y,LUOR,18,2,n,,,,
Ft. Hoskins,21,MBG,y,LUOR,19,2,n,,,,
Ft. Hoskins,21,MBG,y,LUOR,20,3,n,,,,
Ft. Hoskins,21,MBG,y,LUOR,21,1,y,,,,
Ft. Hoskins,21,MBG,y,LUOR,22,3,y,,,,
Ft. Hoskins,21,MBG,n,LUOR,23,3,n,,,,
Ft. Hoskins,21,MBG,n,LUOR,24,3,y,,,,
Ft. Hoskins,21,MBG,n,LUOR,25,3,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,1,3,n,,11,y,
Ft. Hoskins,25,MBG,n,LUOR,2,2,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,3,2,y,,,,
Ft. Hoskins,25,MBG,n,LUOR,4,3,y,,5,y,
Ft. Hoskins,25,MBG,n,LUOR,5,4,y,,6,y,
Ft. Hoskins,25,MBG,n,LUOR,6,3,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,7,3,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,8,3,n,,5,y,
Ft. Hoskins,25,MBG,n,LUOR,9,3,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,10,3,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,11,3,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,12,3,y,,6,n,
Ft. Hoskins,25,MBG,n,LUOR,13,3,n,,2,y,
Ft. Hoskins,25,MBG,n,LUOR,14,2,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,15,3,n,,11,y,
Ft. Hoskins,25,MBG,n,LUOR,16,1,y,,,,
Ft. Hoskins,25,MBG,n,LUOR,17,4,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,18,1,y,,,,
Ft. Hoskins,25,MBG,n,LUOR,19,2,y,,,,
Ft. Hoskins,25,MBG,n,LUOR,20,3,y,,,,
Ft. Hoskins,25,MBG,n,LUOR,21,1,y,,,,
Ft. Hoskins,25,MBG,n,LUOR,22,1,y,,,,
Ft. Hoskins,25,MBG,n,LUOR,23,2,n,,,,
Ft. Hoskins,25,MBG,y,LUOR,24,2,n,,,,
Ft. Hoskins,25,MBG,y,LUOR,25,2,n,,,,
Ft. Hoskins,25,MBG,y,LUOR,26,3,y,,,,
Ft. Hoskins,25,MBG,y,LUOR,27,3,n,,,,
Ft. Hoskins,25,MBG,n,LUOR,28,3,n,,,,
Ft. Hoskins,25,MBG,y,LUOR,29,,,,4,y,
Ft. Hoskins,25,MBG,y,LUOR,30,,,,4,y,
Ft. Hoskins,25,MBG,y,LUOR,31,,,,3,y,
Ft. Hoskins,25,MBG,y,LUOR,32,,,,5,y,
Ft. Hoskins,30,SM,n,LUOR,1,3,n,,,,
Ft. Hoskins,30,SM,n,LUOR,2,1,y,,,,
Ft. Hoskins,30,SM,n,LUOR,3,1,y,,,,
Ft. Hoskins,30,SM,n,LUOR,4,1,n,,,,
Ft. Hoskins,30,SM,n,LUOR,5,3,n,,,,
Ft. Hoskins,30,SM,y,LUOR,6,3,y,,,,
Ft. Hoskins,30,SM,y,LUOR,7,3,n,,12,y,
Ft. Hoskins,30,SM,y,LUOR,8,5,n,,,,
Ft. Hoskins,30,SM,y,LUOR,9,2,y,,,,
Ft. Hoskins,30,SM,y,LUOR,10,2,n,,,,
Ft. Hoskins,30,SM,y,LUOR,11,1,y,,,,
Ft. Hoskins,30,SM,y,LUOR,12,2,y,,,,
Ft. Hoskins,30,SM,y,LUOR,13,3,n,,,,
Ft. Hoskins,30,SM,y,LUOR,14,1,y,,,,
Ft. Hoskins,30,SM,y,LUOR,15,1,y,,,,
Ft. Hoskins,30,SM,y,LUOR,16,1,y,,,,
Ft. Hoskins,30,SM,n,LUOR,17,,,,6,y,
Ft. Hoskins,32,SBG,n,LUOR,1,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,2,3,y,,,,no lupine found
Ft. Hoskins,32,SBG,n,LUOR,3,4,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,4,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,5,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,6,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,7,4,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,8,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,9,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,10,3,n,,,,
Ft. Hoskins,32,SBG,n,LUOR,11,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,12,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,13,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,14,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,15,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,16,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,17,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,18,3,n,,,,
Ft. Hoskins,32,SBG,n,LUOR,19,3,n,,,,
Ft. Hoskins,32,SBG,n,LUOR,20,4,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,21,3,n,,,,
Ft. Hoskins,32,SBG,n,LUOR,22,4,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,23,3,n,,,,
Ft. Hoskins,32,SBG,n,LUOR,24,4,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,25,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,26,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,27,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,28,4,n,,,,
Ft. Hoskins,32,SBG,n,LUOR,29,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,30,4,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,31,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,32,4,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,33,3,y,,,,
Ft. Hoskins,32,SBG,n,LUOR,34,4,y,,,,
Ft. Hoskins,32,SBG,y,LUOR,35,3,n,,,,
Ft. Hoskins,32,SBG,y,LUOR,36,3,y,,,,
Ft. Hoskins,32,SBG,y,LUOR,37,3,y,,,,
Ft. Hoskins,32,SBG,y,LUOR,38,3,y,,,,
Ft. Hoskins,32,SBG,y,LUOR,39,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,1,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,2,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,3,3,n,,,,
Ft. Hoskins,33,SBG,n,LUOR,4,4,y,,10,y,
Ft. Hoskins,33,SBG,n,LUOR,5,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,6,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,7,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,8,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,9,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,10,3,y,,10,n,
Ft. Hoskins,33,SBG,n,LUOR,11,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,12,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,13,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,14,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,15,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,16,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,17,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,18,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,19,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,20,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,21,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,22,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,23,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,24,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,25,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,26,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,27,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,28,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,29,2,n,,4,n,
Ft. Hoskins,33,SBG,n,LUOR,30,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,31,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,32,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,33,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,34,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,35,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,36,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,37,1,n,,,,
Ft. Hoskins,33,SBG,n,LUOR,38,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,39,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,40,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,41,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,42,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,43,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,44,4,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,45,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,46,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,47,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,48,2,n,,,,
Ft. Hoskins,33,SBG,n,LUOR,49,3,y,,3,n,
Ft. Hoskins,33,SBG,n,LUOR,50,2,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,51,2,n,,,,
Ft. Hoskins,33,SBG,n,LUOR,52,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,53,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,54,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,55,2,n,,,,
Ft. Hoskins,33,SBG,n,LUOR,56,3,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,57,5,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,58,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,59,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,60,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,61,4,y,,2,n,
Ft. Hoskins,33,SBG,y,LUOR,62,4,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,63,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,64,5,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,65,4,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,66,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,67,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,68,2,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,69,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,70,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,71,4,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,72,4,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,73,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,74,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,75,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,76,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,77,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,78,4,y,,10,y,
Ft. Hoskins,33,SBG,y,LUOR,79,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,80,4,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,81,2,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,82,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,83,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,84,3,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,85,2,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,86,4,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,87,0,y,,,,
Ft. Hoskins,33,SBG,n,LUOR,88,4,n,,,,
Ft. Hoskins,33,SBG,y,LUOR,89,6,y,,,,
Ft. Hoskins,33,SBG,y,LUOR,90,3,n,,,,
Ft. Hoskins,33,SBG,y,LUOR,91,4,n,,,,
Ft. Hoskins,37,SM,y,LUOR,1,3,y,,,,
Ft. Hoskins,37,SM,y,LUOR,2,3,y,,,,
Ft. Hoskins,37,SM,y,LUOR,3,3,y,,,,
Ft. Hoskins,37,SM,y,LUOR,4,3,y,,,,
Ft. Hoskins,37,SM,y,LUOR,5,2,n,,,,
Ft. Hoskins,37,SM,y,LUOR,6,3,y,,,,
Ft. Hoskins,37,SM,y,LUOR,7,4,y,,,,
Ft. Hoskins,37,SM,y,LUOR,8,4,n,,,,
Ft. Hoskins,37,SM,y,LUOR,9,4,y,,5,n,
Ft. Hoskins,37,SM,y,LUOR,10,4,n,,,,
Ft. Hoskins,37,SM,y,LUOR,11,3,n,,,,
Ft. Hoskins,37,SM,y,LUOR,12,5,n,,,,
Ft. Hoskins,37,SM,n,LUOR,13,3,y,,,,
Ft. Hoskins,37,SM,n,LUOR,14,3,y,,,,
Ft. Hoskins,37,SM,n,LUOR,15,4,n,,,,
Ft. Hoskins,37,SM,n,LUOR,16,3,n,,,,
Ft. Hoskins,37,SM,n,LUOR,17,5,y,,11,n,
Ft. Hoskins,37,SM,n,LUOR,18,3,y,,,,
Ft. Hoskins,37,SM,n,LUOR,19,2,n,,,,
Ft. Hoskins,37,SM,n,LUOR,20,3,y,,,,
Ft. Hoskins,37,SM,n,LUOR,21,4,n,,,,
Ft. Hoskins,37,SM,n,LUOR,22,2,n,,,,
Ft. Hoskins,37,SM,n,LUOR,23,3,n,,23,n,
Ft. Hoskins,37,SM,n,LUOR,24,3,y,,,,
Ft. Hoskins,37,SM,n,LUOR,25,3,n,,3,n,
Ft. Hoskins,37,SM,n,LUOR,26,4,y,,6,n,
Ft. Hoskins,37,SM,n,LUOR,27,3,n,,,,
Ft. Hoskins,37,SM,n,LUOR,28,4,n,,,,
Ft. Hoskins,37,SM,n,LUOR,29,2,n,,4,n,
Ft. Hoskins,37,SM,n,LUOR,30,3,y,,,,
Ft. Hoskins,37,SM,n,LUOR,31,5,y,,,,
Ft. Hoskins,37,SM,n,LUOR,32,3,y,,4,n,
Ft. Hoskins,37,SM,y,LUOR,33,3,n,,,,
Ft. Hoskins,37,SM,y,LUOR,34,4,n,,,,
Ft. Hoskins,37,SM,n,LUOR,35,4,n,,3,n,
Ft. Hoskins,37,SM,n,LUOR,36,3,n,,,,
Ft. Hoskins,37,SM,n,LUOR,37,2,n,,,,
Ft. Hoskins,37,SM,y,LUOR,38,,,,8,n,
Ft. Hoskins,37,SM,n,LUOR,39,,,,4,n,
Ft. Hoskins,38,Control,n,LUOR,1,3,n,,,,
Ft. Hoskins,38,Control,n,LUOR,2,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,3,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,4,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,5,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,6,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,7,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,8,2,y,,,,
Ft. Hoskins,38,Control,n,LUOR,9,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,10,4,y,,,,
Ft. Hoskins,38,Control,n,LUOR,11,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,12,3,n,,,,
Ft. Hoskins,38,Control,n,LUOR,13,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,14,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,15,3,n,,,,
Ft. Hoskins,38,Control,n,LUOR,16,4,n,,,,
Ft. Hoskins,38,Control,n,LUOR,17,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,18,2,y,,,,
Ft. Hoskins,38,Control,n,LUOR,19,4,y,,,,
Ft. Hoskins,38,Control,n,LUOR,20,3,y,,,,
Ft. Hoskins,38,Control,n,LUOR,21,3,n,,,,
Ft. Hoskins,38,Control,n,LUOR,22,2,y,,,,
Ft. Hoskins,38,Control,n,LUOR,23,4,n,,,,
Ft. Hoskins,38,Control,y,LUOR,24,3,y,,,,
Ft. Hoskins,38,Control,y,LUOR,25,2,y,,,,
Ft. Hoskins,38,Control,y,LUOR,26,3,y,,,,
Ft. Hoskins,38,Control,y,LUOR,27,3,y,,,,
Ft. Hoskins,38,Control,y,LUOR,28,4,y,,,,
Ft. Hoskins,38,Control,y,LUOR,29,3,y,,,,
Ft. Hoskins,38,Control,y,LUOR,30,3,y,,,,
Ft. Hoskins,38,Control,y,LUOR,31,3,y,,,,
Ft. Hoskins,38,Control,y,LUOR,32,4,y,,,,
Ft. Hoskins,38,Control,y,LUOR,33,3,y,,,,
Ft. Hoskins,38,Control,y,LUOR,34,3,y,,6,n,
Ft. Hoskins,38,Control,y,LUOR,35,3,y,,,,
Ft. Hoskins,38,Control,y,LUOR,36,4,y,,,,
Ft. Hoskins,38,Control,n,LUOR,37,2,n,,,,
Ft. Hoskins,38,Control,,LUOR,38,3,n,middle,,,
Ft. Hoskins,38,Control,y,LUOR,39,4,n,,,,
Ft. Hoskins,38,Control,y,LUOR,40,3,n,,,,
Ft. Hoskins,38,Control,y,LUOR,41,2,n,,,,
Ft. Hoskins,38,Control,y,LUOR,42,,,,5,n,
Ft. Hoskins,39,Control,y,LUOR,1,1,n,,,,
Ft. Hoskins,39,Control,y,LUOR,2,3,y,,,,
Ft. Hoskins,39,Control,y,LUOR,3,3,y,,,,
Ft. Hoskins,39,Control,y,LUOR,4,2,y,,,,
Ft. Hoskins,39,Control,y,LUOR,5,4,y,,,,
Ft. Hoskins,39,Control,y,LUOR,6,1,n,,,,
Ft. Hoskins,39,Control,n,LUOR,7,4,y,,,,
Ft. Hoskins,39,Control,n,LUOR,8,2,n,,,,
Ft. Hoskins,39,Control,n,LUOR,9,4,y,,,,
Ft. Hoskins,39,Control,n,LUOR,10,3,y,,,,
Ft. Hoskins,39,Control,n,LUOR,11,2,n,,,,
Ft. Hoskins,39,Control,n,LUOR,12,3,n,,,,
Ft. Hoskins,39,Control,n,LUOR,13,3,n,,,,
Ft. Hoskins,39,Control,n,LUOR,14,3,y,,,,
Ft. Hoskins,39,Control,n,LUOR,15,4,y,,,,
Ft. Hoskins,39,Control,n,LUOR,16,3,n,,,,
Ft. Hoskins,39,Control,n,LUOR,17,4,y,,13,n,
Ft. Hoskins,39,Control,n,LUOR,18,3,n,,,,
Ft. Hoskins,39,Control,n,LUOR,19,4,n,,,,
Ft. Hoskins,40,MM,y,LUOR,1,3,n,,,,
Ft. Hoskins,40,MM,y,LUOR,2,2,y,,,,
Ft. Hoskins,40,MM,y,LUOR,3,2,y,,,,
Ft. Hoskins,40,MM,y,LUOR,4,1,y,,,,
Ft. Hoskins,40,MM,y,LUOR,5,2,y,,,,
Ft. Hoskins,40,MM,y,LUOR,6,3,y,,,,
Ft. Hoskins,40,MM,y,LUOR,7,2,n,,,,
Ft. Hoskins,40,MM,y,LUOR,8,2,n,,,,
Ft. Hoskins,40,MM,y,LUOR,9,3,n,,3,n,
Ft. Hoskins,40,MM,y,LUOR,10,2,n,,,,
Ft. Hoskins,40,MM,y,LUOR,11,3,n,,,,
Ft. Hoskins,40,MM,y,LUOR,12,3,n,,,,
Ft. Hoskins,40,MM,y,LUOR,13,1,y,,,,
Ft. Hoskins,40,MM,y,LUOR,14,2,n,,,,
Ft. Hoskins,40,MM,y,LUOR,15,2,n,,,,
Ft. Hoskins,40,MM,n,LUOR,16,2,n,,,,
Ft. Hoskins,40,MM,n,LUOR,17,3,y,,,,
Ft. Hoskins,40,MM,n,LUOR,18,3,n,,,,
Ft. Hoskins,40,MM,n,LUOR,19,2,n,,,,
Ft. Hoskins,40,MM,n,LUOR,20,3,y,,,,
Ft. Hoskins,40,MM,n,LUOR,21,2,y,,,,
Ft. Hoskins,40,MM,n,LUOR,22,3,y,,,,
Ft. Hoskins,40,MM,n,LUOR,23,9,n,,,,
Ft. Hoskins,40,MM,n,LUOR,24,2,n,,,,
