site,trtUnit,treatment,scarified,speciesID,plantID,leaves_2010,grazed_2010,notes_2010,leaves_2011,grazed_2011,notes_2011
Bellfountain,20,SBG,y,LUOR,4,2,n,,,,
Bellfountain,20,SBG,y,LUOR,5,3,n,,,,
Bellfountain,20,SBG,y,LUOR,6,3,y,,,,
Bellfountain,20,SBG,y,LUOR,7,3,y,,,,
Bellfountain,20,SBG,y,LUOR,8,3,n,,,,
Bellfountain,20,SBG,y,LUOR,9,2,n,,,,
Bellfountain,20,SBG,y,LUOR,10,3,n,,,,
Bellfountain,20,SBG,y,LUOR,11,1,n,,,,
Bellfountain,20,SBG,y,LUOR,12,3,y,,,,
Bellfountain,20,SBG,y,LUOR,13,2,n,,,,
Bellfountain,20,SBG,y,LUOR,14,2,y,,,,
Bellfountain,20,SBG,y,LUOR,15,1,n,,3,n,
Bellfountain,20,SBG,y,LUOR,16,2,n,,,,
Bellfountain,20,SBG,y,LUOR,17,3,n,,2,n,
Bellfountain,20,SBG,y,LUOR,18,3,n,,,,
Bellfountain,20,SBG,y,LUOR,19,3,y,,2,n,
Bellfountain,20,SBG,y,LUOR,20,3,y,,2,n,
Bellfountain,20,SBG,y,LUOR,21,2,n,,3,n,
Bellfountain,20,SBG,y,LUOR,22,3,y,,6,n,
Bellfountain,20,SBG,y,LUOR,23,2,n,,,,
Bellfountain,20,SBG,y,LUOR,24,2,y,,,,
Bellfountain,20,SBG,y,LUOR,25,2,n,,3,n,
Bellfountain,20,SBG,y,LUOR,26,3,y,,,,
Bellfountain,20,SBG,y,LUOR,27,1,y,,,,
Bellfountain,20,SBG,y,LUOR,28,0,y,,,,
Bellfountain,20,SBG,y,LUOR,29,0,y,,,,
Bellfountain,20,SBG,n,LUOR,30,2,n,,,,
Bellfountain,20,SBG,n,LUOR,31,3,y,,,,
Bellfountain,20,SBG,n,LUOR,32,3,y,,,,
Bellfountain,20,SBG,n,LUOR,33,3,n,,,,
Bellfountain,20,SBG,n,LUOR,34,3,y,,,,
Bellfountain,20,SBG,n,LUOR,35,2,n,,,,
Bellfountain,20,SBG,n,LUOR,36,2,n,,3,n,
Bellfountain,20,SBG,n,LUOR,37,3,n,,,,
Bellfountain,20,SBG,n,LUOR,38,0,y,,,,
Bellfountain,20,SBG,n,LUOR,39,0,y,,3,n,
Bellfountain,20,SBG,n,LUOR,40,2,n,,,,
Bellfountain,20,SBG,n,LUOR,41,3,y,,,,
Bellfountain,20,SBG,n,LUOR,42,2,n,,,,
Bellfountain,20,SBG,n,LUOR,43,2,n,,,,
Bellfountain,20,SBG,n,LUOR,44,0,y,,,,
Bellfountain,20,SBG,n,LUOR,45,2,n,,,,
Bellfountain,20,SBG,n,LUOR,46,4,n,,,,
Bellfountain,20,SBG,n,LUOR,47,1,y,,3,n,
Bellfountain,20,SBG,n,LUOR,48,2,y,,2,n,
Bellfountain,20,SBG,n,LUOR,49,1,y,,,,
Bellfountain,20,SBG,n,LUOR,50,2,y,,2,y,
Bellfountain,20,SBG,n,LUOR,51,2,y,,,,
Bellfountain,20,SBG,n,LUOR,52,2,n,,1,y,
Bellfountain,20,SBG,n,LUOR,53,3,n,,1,y,
Bellfountain,20,SBG,n,LUOR,54,3,n,,,,
Bellfountain,20,SBG,n,LUOR,55,2,y,,,,
Bellfountain,20,SBG,n,LUOR,56,2,n,,,,
Bellfountain,20,SBG,n,LUOR,57,1,y,,5,n,
Bellfountain,20,SBG,n,LUOR,58,3,y,,,,
Bellfountain,20,SBG,n,LUOR,59,2,n,,,,
Bellfountain,20,SBG,n,LUOR,60,3,y,,,,
Bellfountain,20,SBG,n,LUOR,61,3,y,,7,n,
Bellfountain,20,SBG,n,LUOR,62,3,n,,,,
Bellfountain,20,SBG,n,LUOR,63,1,y,,2,n,
Bellfountain,20,SBG,n,LUOR,64,2,n,,,,
Bellfountain,20,SBG,n,LUOR,65,2,n,,,,
Bellfountain,20,SBG,n,LUOR,66,1,y,,,,
Bellfountain,20,SBG,n,LUOR,67,3,y,,3,n,
Bellfountain,20,SBG,n,LUOR,68,1,y,,,,
Bellfountain,20,SBG,n,LUOR,69,2,n,,9,n,
Bellfountain,20,SBG,n,LUOR,70,2,n,,,,
Bellfountain,20,SBG,n,LUOR,71,3,n,,,,
Bellfountain,20,SBG,n,LUOR,72,3,y,,,,
Bellfountain,20,SBG,n,LUOR,73,2,y,,,,
Bellfountain,20,SBG,n,LUOR,74,2,n,,,,
Bellfountain,20,SBG,n,LUOR,75,3,n,,,,
Bellfountain,20,SBG,n,LUOR,76,2,n,,3,n,
Bellfountain,20,SBG,n,LUOR,77,3,y,,,,
Bellfountain,20,SBG,n,LUOR,78,2,y,,,,
Bellfountain,20,SBG,n,LUOR,79,3,n,,,,
Bellfountain,20,SBG,n,LUOR,80,3,y,,5,n,
Bellfountain,20,SBG,n,LUOR,81,2,n,,,,
Bellfountain,20,SBG,n,LUOR,82,2,n,,,,
Bellfountain,20,SBG,n,LUOR,83,1,y,,2,n,
Bellfountain,20,SBG,n,LUOR,84,1,n,,1,y,
Bellfountain,20,SBG,n,LUOR,85,2,n,,,,
Bellfountain,20,SBG,n,LUOR,86,3,y,,,,
Bellfountain,20,SBG,n,LUOR,87,2,y,,,,
Bellfountain,20,SBG,y,LUOR,88,4,y,,,,
Bellfountain,20,SBG,y,LUOR,89,3,n,,2,n,
Bellfountain,20,SBG,n,LUOR,90,2,n,,,,
Bellfountain,20,SBG,y,LUOR,91,,,,2,n,
Bellfountain,20,SBG,n,LUOR,92,,,,4,n,
Bellfountain,20,SBG,n,LUOR,93,,,,5,n,
Bellfountain,23,SBG,n,LUOR,1,3,n,,,,
Bellfountain,23,SBG,n,LUOR,2,2,n,,,,
Bellfountain,23,SBG,n,LUOR,3,2,n,,,,
Bellfountain,23,SBG,n,LUOR,4,3,y,,1,n,
Bellfountain,23,SBG,n,LUOR,5,3,n,,,,
Bellfountain,23,SBG,n,LUOR,6,3,n,,,,
Bellfountain,23,SBG,n,LUOR,7,2,n,,1,n,
Bellfountain,23,SBG,n,LUOR,8,3,n,,3,n,
Bellfountain,23,SBG,n,LUOR,9,1,n,,,,
Bellfountain,23,SBG,n,LUOR,10,1,n,,,,
Bellfountain,23,SBG,n,LUOR,11,5,y,,,,
Bellfountain,23,SBG,n,LUOR,12,3,n,,,,
Bellfountain,23,SBG,n,LUOR,13,3,n,,,,
Bellfountain,23,SBG,n,LUOR,14,3,n,,,,
Bellfountain,23,SBG,n,LUOR,15,3,n,,,,
Bellfountain,23,SBG,n,LUOR,16,3,n,,,,
Bellfountain,23,SBG,n,LUOR,17,2,n,,,,
Bellfountain,23,SBG,n,LUOR,18,3,y,,,,
Bellfountain,23,SBG,n,LUOR,19,2,n,,,,
Bellfountain,23,SBG,n,LUOR,20,3,y,,,,
Bellfountain,23,SBG,n,LUOR,21,3,y,,,,
Bellfountain,23,SBG,n,LUOR,22,2,y,,,,
Bellfountain,23,SBG,n,LUOR,23,4,y,,,,
Bellfountain,23,SBG,,LUOR,24,2,n,,,,
Bellfountain,23,SBG,y,LUOR,25,2,n,,,,
Bellfountain,23,SBG,y,LUOR,26,2,n,,,,
Bellfountain,23,SBG,y,LUOR,27,2,y,,,,
Bellfountain,24,SM,n,LUOR,1,3,n,,,,
Bellfountain,24,SM,n,LUOR,2,3,n,,,,
Bellfountain,24,SM,n,LUOR,3,3,n,,,,
Bellfountain,24,SM,n,LUOR,4,2,n,,,,
Bellfountain,24,SM,n,LUOR,5,1,y,,,,
Bellfountain,24,SM,n,LUOR,6,3,n,,,,
Bellfountain,24,SM,n,LUOR,7,2,n,,5,n,
Bellfountain,24,SM,n,LUOR,8,3,n,,,,
Bellfountain,24,SM,n,LUOR,9,3,n,,,,
Bellfountain,24,SM,n,LUOR,10,3,n,,,,
Bellfountain,24,SM,y,LUOR,11,4,n,,3,n,
Bellfountain,24,SM,y,LUOR,12,4,y,,4,n,
Bellfountain,24,SM,y,LUOR,13,1,n,,,,
Bellfountain,24,SM,n,LUOR,14,2,n,,,,
Bellfountain,24,SM,n,LUOR,15,4,n,,,,
Bellfountain,26,MBG,n,LUOR,1,2,y,,,,
Bellfountain,26,MBG,n,LUOR,2,3,n,,2,n,
Bellfountain,26,MBG,n,LUOR,3,0,y,,,,
Bellfountain,26,MBG,n,LUOR,4,2,n,,,,
Bellfountain,26,MBG,n,LUOR,5,1,n,,,,
Bellfountain,26,MBG,n,LUOR,6,1,n,,,,
Bellfountain,26,MBG,n,LUOR,7,0,n,,,,
Bellfountain,26,MBG,n,LUOR,8,1,y,,,,
Bellfountain,26,MBG,n,LUOR,9,2,n,,,,
Bellfountain,26,MBG,n,LUOR,10,2,n,,,,
Bellfountain,26,MBG,n,LUOR,11,2,n,,,,
Bellfountain,26,MBG,n,LUOR,12,3,n,,,,
Bellfountain,26,MBG,n,LUOR,13,0,n,,,,
Bellfountain,26,MBG,n,LUOR,14,1,n,,,,
Bellfountain,26,MBG,n,LUOR,15,3,n,,2,n,
Bellfountain,26,MBG,n,LUOR,16,2,n,,,,
Bellfountain,26,MBG,n,LUOR,17,0,n,,,,
Bellfountain,26,MBG,n,LUOR,18,2,n,,3,n,
Bellfountain,26,MBG,n,LUOR,19,4,n,,,,
Bellfountain,26,MBG,y,LUOR,20,3,n,,,,
Bellfountain,26,MBG,y,LUOR,21,1,y,,,,
Bellfountain,26,MBG,y,LUOR,22,1,y,,4,n,
Bellfountain,26,MBG,n,LUOR,23,7,n,,4,n,
Bellfountain,26,MBG,n,LUOR,24,7,n,,,,
Bellfountain,26,MBG,,LUOR,25,1,n,,3,n,
Bellfountain,26,MBG,,LUOR,26,,,,3,n,
Bellfountain,27,Control,n,LUOR,1,3,y,,3,y,
Bellfountain,27,Control,n,LUOR,2,3,y,,,,
Bellfountain,27,Control,n,LUOR,3,4,y,,3,n,
Bellfountain,27,Control,n,LUOR,4,3,y,,,,
Bellfountain,27,Control,n,LUOR,5,3,n,,,,
Bellfountain,27,Control,n,LUOR,6,4,n,,,,
Bellfountain,27,Control,n,LUOR,7,3,n,,,,
Bellfountain,27,Control,n,LUOR,8,2,n,,,,
Bellfountain,27,Control,n,LUOR,9,3,n,,,,
Bellfountain,27,Control,n,LUOR,10,2,n,,5,n,
Bellfountain,27,Control,n,LUOR,11,3,y,,4,n,
Bellfountain,27,Control,n,LUOR,12,3,n,,5,n,
Bellfountain,27,Control,n,LUOR,13,3,n,,,,
Bellfountain,27,Control,n,LUOR,14,3,y,,4,n,
Bellfountain,27,Control,n,LUOR,15,3,n,,,,
Bellfountain,27,Control,n,LUOR,16,2,n,,,,
Bellfountain,27,Control,n,LUOR,17,3,y,,,,
Bellfountain,27,Control,n,LUOR,18,3,n,,,,
Bellfountain,27,Control,n,LUOR,19,3,n,,,,
Bellfountain,27,Control,n,LUOR,20,3,n,,,,
Bellfountain,27,Control,n,LUOR,21,2,n,,,,
Bellfountain,27,Control,n,LUOR,22,2,n,,,,
Bellfountain,27,Control,n,LUOR,23,3,n,,,,
Bellfountain,27,Control,n,LUOR,24,3,n,,,,
Bellfountain,27,Control,y,LUOR,25,2,y,,,,
Bellfountain,27,Control,y,LUOR,26,2,n,,,,
Bellfountain,27,Control,y,LUOR,27,2,n,,,,
Bellfountain,27,Control,y,LUOR,28,2,y,,,,
Bellfountain,27,Control,y,LUOR,29,1,n,,,,
Bellfountain,27,Control,y,LUOR,30,3,n,,,,
Bellfountain,27,Control,y,LUOR,31,3,n,,,,
Bellfountain,27,Control,y,LUOR,32,2,n,,,,
Bellfountain,27,Control,y,LUOR,33,3,n,,,,
Bellfountain,27,Control,y,LUOR,34,2,y,,4,n,
Bellfountain,27,Control,y,LUOR,35,1,n,,3,n,
Bellfountain,27,Control,y,LUOR,36,3,n,,,,
Bellfountain,27,Control,n,LUOR,37,3,n,,4,y,
Bellfountain,33,MM,n,LUOR,1,2,n,,,,
Bellfountain,33,MM,n,LUOR,2,2,n,,3,n,
Bellfountain,33,MM,n,LUOR,3,2,y,,,,
Bellfountain,33,MM,n,LUOR,4,3,y,,2,n,
Bellfountain,33,MM,n,LUOR,5,2,n,,4,y,
Bellfountain,33,MM,n,LUOR,6,3,n,,,,
Bellfountain,33,MM,n,LUOR,7,2,n,,,,
Bellfountain,33,MM,n,LUOR,8,2,y,,,,
Bellfountain,33,MM,n,LUOR,9,2,n,,,,
Bellfountain,33,MM,n,LUOR,10,2,y,,,,
Bellfountain,33,MM,n,LUOR,11,3,n,,3,n,
Bellfountain,33,MM,n,LUOR,12,2,n,,,,
Bellfountain,33,MM,n,LUOR,13,3,n,,,,
Bellfountain,33,MM,n,LUOR,14,3,n,,4,n,
Bellfountain,33,MM,n,LUOR,15,2,n,,3,n,
Bellfountain,33,MM,n,LUOR,16,2,n,,,,
Bellfountain,33,MM,n,LUOR,17,2,y,,,,
Bellfountain,33,MM,n,LUOR,18,2,y,,,,
Bellfountain,33,MM,n,LUOR,19,2,n,,,,
Bellfountain,33,MM,n,LUOR,20,2,n,,,,
Bellfountain,33,MM,n,LUOR,21,3,n,,,,
Bellfountain,33,MM,n,LUOR,22,1,y,,,,
Bellfountain,33,MM,n,LUOR,23,2,y,,3,n,
Bellfountain,33,MM,n,LUOR,24,3,y,,,,
Bellfountain,33,MM,n,LUOR,25,2,n,,4,y,
Bellfountain,33,MM,n,LUOR,26,1,y,,4,n,
Bellfountain,33,MM,n,LUOR,27,3,y,,3,y,
Bellfountain,33,MM,n,LUOR,28,3,n,,3,n,
Bellfountain,33,MM,n,LUOR,29,3,n,,,,
Bellfountain,33,MM,n,LUOR,30,2,n,,,,
Bellfountain,33,MM,y,LUOR,31,2,y,,,,
Bellfountain,33,MM,y,LUOR,32,4,y,,,,
Bellfountain,33,MM,y,LUOR,33,2,y,,,,
Bellfountain,33,MM,y,LUOR,34,2,y,,,,
Bellfountain,33,MM,y,LUOR,35,3,y,,,,
Bellfountain,33,MM,y,LUOR,36,2,y,,,,
Bellfountain,33,MM,y,LUOR,37,3,y,,6,n,
Bellfountain,33,MM,y,LUOR,38,3,y,,4,n,
Bellfountain,33,MM,y,LUOR,39,1,n,,4,n,
Bellfountain,33,MM,y,LUOR,40,3,y,,4,n,
Bellfountain,33,MM,y,LUOR,41,2,y,,4,y,
Bellfountain,33,MM,y,LUOR,42,3,y,,4,n,
Bellfountain,33,MM,y,LUOR,43,1,n,,,,
Bellfountain,33,MM,y,LUOR,44,3,y,,,,
Bellfountain,33,MM,y,LUOR,45,3,y,,,,
Bellfountain,33,MM,y,LUOR,46,1,y,,3,n,
Bellfountain,33,MM,n,LUOR,47,1,y,,,,
Bellfountain,33,MM,y,LUOR,48,3,n,,,,
Bellfountain,33,MM,y,LUOR,49,3,n,,,,
Bellfountain,33,MM,y,LUOR,50,2,n,,,,
Bellfountain,33,MM,y,LUOR,51,4,n,,,,
Bellfountain,33,MM,y,LUOR,52,3,n,,,,
Bellfountain,33,MM,y,LUOR,53,4,n,,,,
Bellfountain,33,MM,y,LUOR,54,3,n,,7,y,
Bellfountain,33,MM,y,LUOR,55,2,n,,,,
Bellfountain,33,MM,y,LUOR,56,2,n,,,,
Bellfountain,33,MM,y,LUOR,57,2,n,,,,
Bellfountain,33,MM,n,LUOR,58,2,n,,4,n,
Bellfountain,33,MM,n,LUOR,59,4,n,,,,
Bellfountain,33,MM,n,LUOR,60,3,n,,,,
Bellfountain,33,MM,n,LUOR,61,3,n,,1,y,
Bellfountain,33,MM,n,LUOR,62,5,n,,4,y,
Bellfountain,33,MM,n,LUOR,64,,,,2,n,
Bellfountain,33,MM,n,LUOR,65,,,,3,n,
Bellfountain,33,MM,n,LUOR,66,,,,2,n,
Bellfountain,33,MM,n,LUOR,67,,,,3,y,
Bellfountain,33,MM,n,LUOR,68,,,,9,n,
Bellfountain,33,MM,y,LUOR,69,,,,3,n,
Bellfountain,33,MM,y,LUOR,70,,,,4,n,
Bellfountain,33,MM,y,LUOR,71,,,,1,n,
Bellfountain,33,MM,y,LUOR,72,,,,1,y,
Bellfountain,33,MM,y,LUOR,73,,,,4,y,
Bellfountain,33,MM,y,LUOR,75,,,,3,n,
Bellfountain,33,MM,y,LUOR,76,,,,4,n,
Bellfountain,33,MM,y,LUOR,77,,,,3,y,
Bellfountain,33,MM,y,LUOR,78,,,,6,n,
Bellfountain,34,MM,y,LUOR,1,3,n,,3,n,
Bellfountain,34,MM,y,LUOR,2,1,n,,,,
Bellfountain,34,MM,n,LUOR,3,3,n,,,,
Bellfountain,34,MM,n,LUOR,4,2,n,,,,
Bellfountain,34,MM,n,LUOR,5,3,n,,8,n,
Bellfountain,34,MM,n,LUOR,6,0,n,,,,
Bellfountain,34,MM,n,LUOR,7,1,n,,,,
Bellfountain,34,MM,n,LUOR,8,3,n,,,,
Bellfountain,34,MM,n,LUOR,9,3,n,,,,
Bellfountain,34,MM,n,LUOR,10,1,n,,,,
Bellfountain,34,MM,n,LUOR,11,3,n,,3,n,
Bellfountain,34,MM,n,LUOR,12,3,n,,2,n,
Bellfountain,34,MM,n,LUOR,13,2,n,,18,n,
Bellfountain,34,MM,n,LUOR,14,2,n,,,,
Bellfountain,34,MM,n,LUOR,15,3,n,,,,
Bellfountain,34,MM,n,LUOR,16,1,n,,,,
Bellfountain,34,MM,n,LUOR,17,4,y,,5,n,
Bellfountain,34,MM,n,LUOR,18,4,n,,2,n,
Bellfountain,34,MM,n,LUOR,19,4,y,,,,
Bellfountain,34,MM,n,LUOR,20,5,n,,11,n,
Bellfountain,34,MM,n,LUOR,21,3,y,,7,n,
Bellfountain,34,MM,n,LUOR,22,4,n,,,,
Bellfountain,34,MM,n,LUOR,23,5,n,,3,y,
Bellfountain,34,MM,n,LUOR,24,4,n,,16,n,
Bellfountain,34,MM,n,LUOR,25,4,n,,10,n,
Bellfountain,34,MM,n,LUOR,26,3,y,,7,n,
Bellfountain,34,MM,n,LUOR,27,4,y,,,,
Bellfountain,34,MM,n,LUOR,28,4,n,,,,
Bellfountain,34,MM,n,LUOR,29,,,,3,n,
Bellfountain,34,MM,n,LUOR,30,,,,8,n,
Bellfountain,34,MM,n,LUOR,31,,,,5,n,
Bellfountain,35,Control,y,LUOR,1,3,n,,13,n,
Bellfountain,35,Control,y,LUOR,2,3,n,,9,n,
Bellfountain,35,Control,y,LUOR,3,1,n,,4,n,
Bellfountain,35,Control,y,LUOR,4,4,n,,,,
Bellfountain,35,Control,y,LUOR,5,3,n,,3,n,
Bellfountain,35,Control,y,LUOR,6,2,n,,8,n,
Bellfountain,35,Control,y,LUOR,7,2,n,,,,
Bellfountain,35,Control,y,LUOR,8,2,n,,,,
Bellfountain,35,Control,y,LUOR,9,2,n,,14,n,
Bellfountain,35,Control,y,LUOR,10,3,n,,,,
Bellfountain,35,Control,y,LUOR,11,3,y,,3,n,
Bellfountain,35,Control,y,LUOR,12,2,n,,7,n,
Bellfountain,35,Control,y,LUOR,13,3,n,,,,
Bellfountain,35,Control,y,LUOR,14,3,n,,4,n,
Bellfountain,35,Control,y,LUOR,15,3,n,,5,n,
Bellfountain,35,Control,y,LUOR,16,4,y,,7,n,
Bellfountain,35,Control,y,LUOR,17,4,n,,19,n,
Bellfountain,35,Control,y,LUOR,18,3,n,,16,n,
Bellfountain,35,Control,y,LUOR,19,3,y,,,,
Bellfountain,35,Control,y,LUOR,20,1,y,,4,n,
Bellfountain,35,Control,y,LUOR,21,3,n,,9,n,
Bellfountain,35,Control,y,LUOR,22,4,n,,4,n,
Bellfountain,35,Control,y,LUOR,23,2,n,,3,n,
Bellfountain,35,Control,y,LUOR,24,2,n,,,,
Bellfountain,35,Control,y,LUOR,25,3,n,,11,n,
Bellfountain,35,Control,y,LUOR,26,3,n,,5,n,
Bellfountain,35,Control,y,LUOR,27,2,n,,,,
Bellfountain,35,Control,y,LUOR,28,2,n,,,,
Bellfountain,35,Control,y,LUOR,29,2,n,,3,y,
Bellfountain,35,Control,y,LUOR,30,2,n,,,,
Bellfountain,35,Control,y,LUOR,31,2,n,,9,n,
Bellfountain,35,Control,n,LUOR,32,3,n,,3,n,
Bellfountain,35,Control,n,LUOR,33,3,n,,5,n,
Bellfountain,35,Control,n,LUOR,34,2,n,,5,n,
Bellfountain,35,Control,n,LUOR,35,1,y,,,,
Bellfountain,35,Control,n,LUOR,36,3,n,,,,
Bellfountain,35,Control,n,LUOR,37,2,n,,,,
Bellfountain,35,Control,n,LUOR,38,3,n,,,,
Bellfountain,35,Control,n,LUOR,39,3,n,,5,n,
Bellfountain,35,Control,n,LUOR,40,2,n,,5,n,
Bellfountain,35,Control,n,LUOR,41,3,n,,4,n,
Bellfountain,35,Control,n,LUOR,42,2,n,,,,
Bellfountain,35,Control,n,LUOR,43,3,y,,11,n,
Bellfountain,35,Control,n,LUOR,44,2,y,,,,
Bellfountain,35,Control,n,LUOR,45,4,n,,,,
Bellfountain,35,Control,n,LUOR,46,3,n,,,,
Bellfountain,35,Control,n,LUOR,47,2,n,,,,
Bellfountain,35,Control,n,LUOR,49,4,n,,,,
Bellfountain,35,Control,n,LUOR,50,3,y,,4,n,
Bellfountain,35,Control,n,LUOR,51,3,n,,,,
Bellfountain,35,Control,n,LUOR,52,3,n,,,,
Bellfountain,35,Control,n,LUOR,53,3,n,,7,n,
Bellfountain,35,Control,n,LUOR,54,3,n,,5,n,
Bellfountain,35,Control,n,LUOR,55,3,n,,5,n,
Bellfountain,35,Control,n,LUOR,56,1,y,,,,
Bellfountain,35,Control,n,LUOR,57,3,n,,7,n,
Bellfountain,35,Control,n,LUOR,58,3,n,,,,
Bellfountain,35,Control,n,LUOR,59,3,n,,23,n,
Bellfountain,35,Control,n,LUOR,60,3,n,,4,n,
Bellfountain,35,Control,n,LUOR,61,3,n,,5,n,
Bellfountain,35,Control,n,LUOR,62,3,n,,9,n,
Bellfountain,35,Control,n,LUOR,63,3,n,,4,n,
Bellfountain,35,Control,n,LUOR,64,3,n,,5,n,
Bellfountain,35,Control,n,LUOR,65,3,n,,5,n,
Bellfountain,35,Control,n,LUOR,66,3,n,,,,
Bellfountain,35,Control,n,LUOR,67,3,n,,,,
Bellfountain,35,Control,n,LUOR,68,3,n,,,,
Bellfountain,35,Control,n,LUOR,69,3,n,,,,
Bellfountain,35,Control,n,LUOR,70,4,n,,,,
Bellfountain,35,Control,n,LUOR,71,3,n,,5,n,
Bellfountain,35,Control,n,LUOR,72,3,n,,7,n,
Bellfountain,35,Control,n,LUOR,73,3,n,,6,n,
Bellfountain,35,Control,n,LUOR,74,3,n,,6,n,
Bellfountain,35,Control,n,LUOR,75,3,n,,,,
Bellfountain,35,Control,n,LUOR,76,2,n,,7,n,
Bellfountain,35,Control,n,LUOR,77,2,n,,,,
Bellfountain,35,Control,n,LUOR,78,4,n,,7,n,
Bellfountain,35,Control,n,LUOR,79,2,n,,11,n,
Bellfountain,35,Control,n,LUOR,80,1,y,,,,
Bellfountain,35,Control,n,LUOR,81,4,n,,,,
Bellfountain,35,Control,y,LUOR,82,,,,14,n,
Bellfountain,35,Control,y,LUOR,83,,,,6,n,
Bellfountain,35,Control,n,LUOR,84,,,,4,y,
Bellfountain,35,Control,n,LUOR,85,,,,6,n,
Bellfountain,35,Control,n,LUOR,86,,,,5,n,
Bellfountain,35,Control,n,LUOR,87,,,,8,n,
Bellfountain,37,MBG,n,LUOR,1,4,n,,,,
Bellfountain,37,MBG,n,LUOR,2,2,n,,,,
Bellfountain,37,MBG,n,LUOR,3,2,n,,4,y,
Bellfountain,37,MBG,n,LUOR,4,3,y,,,,
Bellfountain,37,MBG,n,LUOR,5,2,n,,,,
Bellfountain,37,MBG,n,LUOR,6,2,n,,4,n,
Bellfountain,37,MBG,n,LUOR,7,3,n,,,,
Bellfountain,37,MBG,n,LUOR,8,3,n,,,,
Bellfountain,37,MBG,n,LUOR,9,3,n,,2,y,
Bellfountain,37,MBG,n,LUOR,10,3,n,,2,y,
Bellfountain,37,MBG,n,LUOR,11,3,n,,,,
Bellfountain,37,MBG,n,LUOR,12,3,n,,,,
Bellfountain,37,MBG,n,LUOR,13,3,n,,5,n,
Bellfountain,37,MBG,n,LUOR,14,1,n,,4,n,
Bellfountain,37,MBG,n,LUOR,15,2,n,,,,
Bellfountain,37,MBG,n,LUOR,16,2,y,,,,
Bellfountain,37,MBG,n,LUOR,17,3,n,,,,
Bellfountain,37,MBG,n,LUOR,18,4,y,,,,
Bellfountain,37,MBG,y,LUOR,19,2,y,,,,
Bellfountain,37,MBG,y,LUOR,20,3,n,,,,
Bellfountain,37,MBG,n,LUOR,21,4,n,,3,n,
Bellfountain,37,MBG,n,LUOR,22,1,n,,,,
Bellfountain,40,MM,n,LUOR,1,2,y,,5,n,
Bellfountain,40,MM,n,LUOR,2,1,n,,,,
Bellfountain,40,MM,n,LUOR,3,1,n,,,,
Bellfountain,40,MM,n,LUOR,4,2,y,,,,
Bellfountain,40,MM,n,LUOR,5,2,y,,,,
Bellfountain,40,MM,n,LUOR,6,2,n,,,,
Bellfountain,40,MM,n,LUOR,7,1,n,,,,
Bellfountain,40,MM,n,LUOR,8,2,n,,,,
Bellfountain,40,MM,n,LUOR,9,1,n,,,,
Bellfountain,40,MM,n,LUOR,10,3,n,,4,n,
Bellfountain,40,MM,n,LUOR,11,1,n,,5,n,
Bellfountain,40,MM,n,LUOR,12,3,n,,3,n,
Bellfountain,40,MM,y,LUOR,13,3,n,,4,n,
Bellfountain,40,MM,y,LUOR,14,3,n,,8,n,
Bellfountain,40,MM,y,LUOR,15,2,n,,3,n,
Bellfountain,40,MM,y,LUOR,16,3,n,,,,
Bellfountain,40,MM,y,LUOR,17,2,n,,,,
Bellfountain,40,MM,y,LUOR,18,3,n,,2,n,
Bellfountain,40,MM,y,LUOR,19,3,n,,2,n,
Bellfountain,40,MM,y,LUOR,20,3,n,,,,
Bellfountain,40,MM,n,LUOR,21,2,n,,,,
Bellfountain,40,MM,n,LUOR,22,,n,,8,n,
Bellfountain,40,MM,n,LUOR,23,3,n,,,,
Bellfountain,40,MM,n,LUOR,24,2,n,,,,
Bellfountain,40,MM,n,LUOR,25,3,n,,4,n,
Bellfountain,40,MM,n,LUOR,26,4,n,,,,
Bellfountain,40,MM,n,LUOR,27,4,n,,5,n,
Bellfountain,40,MM,n,LUOR,28,3,n,,4,y,
Bellfountain,40,MM,y,LUOR,29,,,,2,n,
Bellfountain,40,MM,n,LUOR,30,,,,4,n,
Bellfountain,40,MM,n,LUOR,31,,,,6,n,
Bellfountain,44,SBG,n,LUOR,1,3,y,,,,
Bellfountain,44,SBG,n,LUOR,2,2,y,,,,
Bellfountain,44,SBG,n,LUOR,3,2,n,,5,n,
Bellfountain,44,SBG,n,LUOR,4,1,y,,,,
Bellfountain,44,SBG,n,LUOR,5,3,y,,,,
Bellfountain,44,SBG,n,LUOR,6,1,y,,,,
Bellfountain,44,SBG,n,LUOR,7,3,y,,7,n,
Bellfountain,44,SBG,n,LUOR,8,4,y,,7,n,
Bellfountain,44,SBG,n,LUOR,9,2,n,,9,n,
Bellfountain,44,SBG,n,LUOR,10,2,n,,7,n,
Bellfountain,44,SBG,n,LUOR,11,2,y,,14,n,
Bellfountain,44,SBG,n,LUOR,12,1,n,,,,
Bellfountain,44,SBG,n,LUOR,13,3,n,,5,n,
Bellfountain,44,SBG,n,LUOR,14,3,y,,14,y,
Bellfountain,44,SBG,y,LUOR,15,3,n,,7,n,
Bellfountain,44,SBG,n,LUOR,16,,,,7,n,
Bellfountain,44,SBG,n,LUOR,17,,,,9,n,
Bellfountain,44,SBG,n,LUOR,18,,,,5,n,
Bellfountain,44,SBG,y,LUOR,19,,,,10,n,
Bellfountain,44,SBG,y,LUOR,20,,,,4,n,
Ft. Hoskins,2,MM,n,LUOR,1,2,n,,,,
Ft. Hoskins,2,MM,n,LUOR,2,2,n,,,,
