"Site","Large scale","Year","Site or Plot level","PlotID","Date collected","Sample .","Type","Biomass (g)","PlotNum"
"Bellfountain","S",2009,"Plot","BF-35",6/29/2009 0:00:00,"35","Forbs",12.29,35
"Bellfountain","S",2009,"Plot","BF-35",6/29/2009 0:00:00,"35","Shrubs",3.43,35
"Bellfountain","S",2009,"Plot","BF-37",6/29/2009 0:00:00,"37","Forbs",7.71,37
"Bellfountain","S",2009,"Plot","BF-37",6/29/2009 0:00:00,"37","Graminoids",0.38,37
"Bellfountain","S",2009,"Plot","BF-40",6/29/2009 0:00:00,"40","Forbs",9.93,40
"Bellfountain","S",2009,"Plot","BF-40",6/29/2009 0:00:00,"40","Graminoids",9.61,40
"Bellfountain","S",2009,"Plot","BF-44",6/29/2009 0:00:00,"44","Forbs",40.54,44
"Bellfountain","S",2009,"Plot","BF-44",6/29/2009 0:00:00,"44","Graminoids",0.10,44
"Bellfountain","S",2009,"Plot","BF-44",6/29/2009 0:00:00,"44","Litter/Moss/Lichen",27.25,44
"Hoskins","S",2009,"Plot","FH-2",6/25/2009 0:00:00,"2","Forbs",5.30,2
"Hoskins","S",2009,"Plot","FH-2",6/25/2009 0:00:00,"2","Graminoids",3.80,2
"Hoskins","S",2009,"Plot","FH-2",6/25/2009 0:00:00,"2","Litter/Moss/Lichen",33.94,2
"Hoskins","S",2009,"Plot","FH-2",6/25/2009 0:00:00,"2","Shrubs",0.09,2
"Hoskins","S",2009,"Plot","FH-6",6/25/2009 0:00:00,"6","Forbs",11.66,6
"Hoskins","S",2009,"Plot","FH-6",6/25/2009 0:00:00,"6","Litter/Moss/Lichen",10.49,6
"Hoskins","S",2009,"Plot","FH-9",6/25/2009 0:00:00,"9","Graminoids",12.33,9
"Hoskins","S",2009,"Plot","FH-9",6/25/2009 0:00:00,"9","Shrubs",0.15,9
"Hoskins","S",2009,"Plot","FH-11",6/25/2009 0:00:00,"11","Graminoids",4.06,11
"Hoskins","S",2009,"Plot","FH-16",6/25/2009 0:00:00,"16","Litter/Moss/Lichen",4.92,16
"Hoskins","S",2009,"Plot","FH-20",6/25/2009 0:00:00,"20","Shrubs",3.70,20
"Hoskins","S",2009,"Plot","FH-21",6/25/2009 0:00:00,"21","Litter/Moss/Lichen",2.34,21
"Hoskins","S",2009,"Plot","FH-25",6/25/2009 0:00:00,"25","Litter/Moss/Lichen",4.73,25
"Hoskins","S",2009,"Plot","FH-25",6/25/2009 0:00:00,"25","Shrubs",1.12,25
"Hoskins","S",2009,"Plot","FH-30",6/25/2009 0:00:00,"30","Forbs",12.90,30
"Hoskins","S",2009,"Plot","FH-30",6/25/2009 0:00:00,"30","Graminoids",4.47,30
"Hoskins","S",2009,"Plot","FH-30",6/25/2009 0:00:00,"30","Litter/Moss/Lichen",7.94,30
"Hoskins","S",2009,"Plot","FH-30",6/25/2009 0:00:00,"30","Shrubs",0.07,30
"Hoskins","S",2009,"Plot","FH-32",6/25/2009 0:00:00,"32","Graminoids",3.59,32
"Hoskins","S",2009,"Plot","FH-32",6/25/2009 0:00:00,"32","Litter/Moss/Lichen",1.83,32
"Hoskins","S",2009,"Plot","FH-33",6/25/2009 0:00:00,"33","Graminoids",0.44,33
"Hoskins","S",2009,"Plot","FH-37",6/25/2009 0:00:00,"37","Forbs",7.43,37
"Hoskins","S",2009,"Plot","FH-37",6/25/2009 0:00:00,"37","Graminoids",9.55,37
"Hoskins","S",2009,"Plot","FH-39",6/25/2009 0:00:00,"39","Forbs",19.04,39
"Hoskins","S",2009,"Plot","FH-39",6/25/2009 0:00:00,"39","Litter/Moss/Lichen",28.19,39
"Hoskins","S",2009,"Plot","FH-40",6/25/2009 0:00:00,"40","Graminoids",9.94,40
"Hoskins","S",2009,"Plot","FH-42",6/25/2009 0:00:00,"42","Graminoids",5.20,42
"Hoskins","S",2009,"Plot","FH-43",6/25/2009 0:00:00,"43","Shrubs",5.18,43
"Hoskins","S",2009,"Plot","FH-44",6/25/2009 0:00:00,"44","Graminoids",10.60,44
"Hoskins","S",2009,"Plot","FH-44",6/25/2009 0:00:00,"44","Litter/Moss/Lichen",10.71,44
"Hoskins","S",2009,"Plot","FH-44",6/25/2009 0:00:00,"44","Shrubs",2.10,44
"Hoskins","S",2009,"Plot","FH-49",6/25/2009 0:00:00,"49","Forbs",5.63,49
"Hoskins","S",2009,"Plot","FH-50",6/25/2009 0:00:00,"50","Forbs",11.02,50
"Hoskins","S",2009,"Plot","FH-50",6/25/2009 0:00:00,"50","Shrubs",1.44,50
"Hoskins","S",2009,"Plot","FH-6",6/24/2009 0:00:00,"6","Graminoids",7.55,6
"Hoskins","S",2009,"Plot","FH-6",6/24/2009 0:00:00,"6","Shrubs",1.06,6
"Hoskins","S",2009,"Plot","FH-9",6/24/2009 0:00:00,"9","Forbs",9.76,9
"Hoskins","S",2009,"Plot","FH-9",6/24/2009 0:00:00,"9","Litter/Moss/Lichen",4.90,9
"Hoskins","S",2009,"Plot","FH-11",6/24/2009 0:00:00,"11","Forbs",0.01,11
"Hoskins","S",2009,"Plot","FH-11",6/24/2009 0:00:00,"11","Litter/Moss/Lichen",19.93,11
"Hoskins","S",2009,"Plot","FH-11",6/24/2009 0:00:00,"11","Shrubs",1.20,11
"Hoskins","S",2009,"Plot","FH-16",6/24/2009 0:00:00,"16","Forbs",27.71,16
"Hoskins","S",2009,"Plot","FH-16",6/24/2009 0:00:00,"16","Graminoids",5.98,16
"Hoskins","S",2009,"Plot","FH-16",6/24/2009 0:00:00,"16","Shrubs",5.52,16
"Hoskins","S",2009,"Plot","FH-20",6/24/2009 0:00:00,"20","Forbs",22.38,20
"Hoskins","S",2009,"Plot","FH-20",6/24/2009 0:00:00,"20","Graminoids",0.19,20
"Hoskins","S",2009,"Plot","FH-20",6/24/2009 0:00:00,"20","Litter/Moss/Lichen",10.32,20
"Hoskins","S",2009,"Plot","FH-21",6/24/2009 0:00:00,"21","Forbs",5.56,21
"Hoskins","S",2009,"Plot","FH-21",6/24/2009 0:00:00,"21","Graminoids",14.63,21
"Hoskins","S",2009,"Plot","FH-25",6/24/2009 0:00:00,"25","Forbs",13.18,25
"Hoskins","S",2009,"Plot","FH-25",6/24/2009 0:00:00,"25","Graminoids",14.18,25
"Hoskins","S",2009,"Plot","FH-32",6/24/2009 0:00:00,"32","Forbs",13.94,32
"Hoskins","S",2009,"Plot","FH-32",6/24/2009 0:00:00,"32","Shrubs",13.93,32
"Hoskins","S",2009,"Plot","FH-33",6/24/2009 0:00:00,"33","Forbs",16.67,33
"Hoskins","S",2009,"Plot","FH-33",6/24/2009 0:00:00,"33","Litter/Moss/Lichen",1.06,33
"Hoskins","S",2009,"Plot","FH-33",6/24/2009 0:00:00,"33","Shrubs",7.85,33
"Hoskins","S",2009,"Plot","FH-37",6/24/2009 0:00:00,"37","Litter/Moss/Lichen",30.04,37
"Hoskins","S",2009,"Plot","FH-37",6/24/2009 0:00:00,"37","Shrubs",1.40,37
"Hoskins","S",2009,"Plot","FH-38",6/24/2009 0:00:00,"38","Forbs",11.96,38
"Hoskins","S",2009,"Plot","FH-38",6/24/2009 0:00:00,"38","Graminoids",8.18,38
"Hoskins","S",2009,"Plot","FH-38",6/24/2009 0:00:00,"38","Litter/Moss/Lichen",29.61,38
"Hoskins","S",2009,"Plot","FH-38",6/24/2009 0:00:00,"38","Shrubs",0.15,38
"Hoskins","S",2009,"Plot","FH-39",6/24/2009 0:00:00,"39","Graminoids",5.82,39
"Hoskins","S",2009,"Plot","FH-39",6/24/2009 0:00:00,"39","Shrubs",0.31,39
"Hoskins","S",2009,"Plot","FH-40",6/24/2009 0:00:00,"40","Forbs",16.30,40
"Hoskins","S",2009,"Plot","FH-40",6/24/2009 0:00:00,"40","Litter/Moss/Lichen",10.01,40
"Hoskins","S",2009,"Plot","FH-40",6/24/2009 0:00:00,"40","Shrubs",2.31,40
"Hoskins","S",2009,"Plot","FH-42",6/24/2009 0:00:00,"42","Forbs",11.79,42
"Hoskins","S",2009,"Plot","FH-42",6/24/2009 0:00:00,"42","Litter/Moss/Lichen",18.74,42
"Hoskins","S",2009,"Plot","FH-43",6/24/2009 0:00:00,"43","Graminoids",16.23,43
"Hoskins","S",2009,"Plot","FH-43",6/24/2009 0:00:00,"43","Litter/Moss/Lichen",4.96,43
"Hoskins","S",2009,"Plot","FH-44",6/24/2009 0:00:00,"44","Forbs",13.61,44
"Hoskins","S",2009,"Plot",,6/24/2009 0:00:00,"45","Forbs",6.15,45
"Hoskins","S",2009,"Plot","FH-49",6/24/2009 0:00:00,"49","Graminoids",1.91,49
"Hoskins","S",2009,"Plot","FH-49",6/24/2009 0:00:00,"49","Litter/Moss/Lichen",5.97,49
"Hoskins","S",2009,"Plot","FH-49",6/24/2009 0:00:00,"49","Shrubs",10.17,49
"Hoskins","S",2009,"Plot","FH-50",6/24/2009 0:00:00,"50","Graminoids",4.73,50
"Hoskins","S",2009,"Plot","FH-50",6/24/2009 0:00:00,"50","Litter/Moss/Lichen",26.18,50
"Mima","S",2009,"Plot","MM-1",7/6/2009 0:00:00,"1","Forbs",11.80,1
"Mima","S",2009,"Plot","MM-1",7/6/2009 0:00:00,"1","Graminoids",1.14,1
"Mima","S",2009,"Plot","MM-1",7/6/2009 0:00:00,"1","Litter/Moss/Lichen",38.07,1
"Mima","S",2009,"Plot","MM-2",7/6/2009 0:00:00,"2","Forbs",13.98,2
"Mima","S",2009,"Plot","MM-2",7/6/2009 0:00:00,"2","Graminoids",1.64,2
"Mima","S",2009,"Plot","MM-2",7/6/2009 0:00:00,"2","Litter/Moss/Lichen",86.70,2
"Mima","S",2009,"Plot","MM-3",7/6/2009 0:00:00,"3","Forbs",9.34,3
"Mima","S",2009,"Plot","MM-3",7/6/2009 0:00:00,"3","Graminoids",3.05,3
"Mima","S",2009,"Plot","MM-3",7/6/2009 0:00:00,"3","Litter/Moss/Lichen",52.31,3
"Mima","S",2009,"Plot","MM-4",7/6/2009 0:00:00,"4","Forbs",4.52,4
"Mima","S",2009,"Plot","MM-4",7/6/2009 0:00:00,"4","Graminoids",3.77,4
"Mima","S",2009,"Plot","MM-4",7/6/2009 0:00:00,"4","Litter/Moss/Lichen",12.19,4
"Mima","S",2009,"Plot","MM-5",7/6/2009 0:00:00,"5","Forbs",12.65,5
"Mima","S",2009,"Plot","MM-5",7/6/2009 0:00:00,"5","Graminoids",23.58,5
"Mima","S",2009,"Plot","MM-5",7/6/2009 0:00:00,"5","Litter/Moss/Lichen",58.11,5
"Mima","S",2009,"Plot","MM-6",7/6/2009 0:00:00,"6","Forbs",15.40,6
"Mima","S",2009,"Plot","MM-6",7/6/2009 0:00:00,"6","Graminoids",2.83,6
"Mima","S",2009,"Plot","MM-6",7/6/2009 0:00:00,"6","Litter/Moss/Lichen",28.24,6
"Mima","S",2009,"Plot","MM-7",7/6/2009 0:00:00,"7","Forbs",15.27,7
"Mima","S",2009,"Plot","MM-7",7/6/2009 0:00:00,"7","Graminoids",11.16,7
"Mima","S",2009,"Plot","MM-7",7/6/2009 0:00:00,"7","Litter/Moss/Lichen",57.65,7
"Mima","S",2009,"Plot","MM-8",7/6/2009 0:00:00,"8","Forbs",6.99,8
"Mima","S",2009,"Plot","MM-8",7/6/2009 0:00:00,"8","Graminoids",6.11,8
"Mima","S",2009,"Plot","MM-8",7/6/2009 0:00:00,"8","Litter/Moss/Lichen",6.85,8
"Mima","S",2009,"Plot","MM-9",7/6/2009 0:00:00,"9","Forbs",5.65,9
"Mima","S",2009,"Plot","MM-9",7/6/2009 0:00:00,"9","Graminoids",30.14,9
"Mima","S",2009,"Plot","MM-9",7/6/2009 0:00:00,"9","Litter/Moss/Lichen",49.72,9
"Mima","S",2009,"Plot","MM-10",7/6/2009 0:00:00,"10","Forbs",8.95,10
"Mima","S",2009,"Plot","MM-10",7/6/2009 0:00:00,"10","Graminoids",22.88,10
"Mima","S",2009,"Plot","MM-10",7/6/2009 0:00:00,"10","Litter/Moss/Lichen",63.32,10
"Mima","S",2009,"Plot","MM-11",7/6/2009 0:00:00,"11","Forbs",3.75,11
"Mima","S",2009,"Plot","MM-11",7/6/2009 0:00:00,"11","Graminoids",6.84,11
"Mima","S",2009,"Plot","MM-11",7/6/2009 0:00:00,"11","Litter/Moss/Lichen",29.37,11
"Mima","S",2009,"Plot","MM-12",7/6/2009 0:00:00,"12","Forbs",7.18,12
"Mima","S",2009,"Plot","MM-12",7/6/2009 0:00:00,"12","Graminoids",1.42,12
"Mima","S",2009,"Plot","MM-12",7/6/2009 0:00:00,"12","Litter/Moss/Lichen",19.70,12
"Mima","S",2009,"Plot","MM-12",7/6/2009 0:00:00,"12","Shrubs",6.56,12
"Mima","S",2009,"Plot","MM-13",7/6/2009 0:00:00,"13","Forbs",9.74,13
"Mima","S",2009,"Plot","MM-13",7/6/2009 0:00:00,"13","Graminoids",1.37,13
"Mima","S",2009,"Plot","MM-13",7/6/2009 0:00:00,"13","Litter/Moss/Lichen",40.84,13
"Mima","S",2009,"Plot","MM-14",7/6/2009 0:00:00,"14","Forbs",11.04,14
"Mima","S",2009,"Plot","MM-14",7/6/2009 0:00:00,"14","Graminoids",3.90,14
"Mima","S",2009,"Plot","MM-14",7/6/2009 0:00:00,"14","Litter/Moss/Lichen",36.42,14
"Mima","S",2009,"Plot","MM-15",7/6/2009 0:00:00,"15","Forbs",7.05,15
"Mima","S",2009,"Plot","MM-15",7/6/2009 0:00:00,"15","Graminoids",0.70,15
"Mima","S",2009,"Plot","MM-15",7/6/2009 0:00:00,"15","Litter/Moss/Lichen",29.34,15
"Mima","S",2009,"Plot","MM-16",7/6/2009 0:00:00,"16","Forbs",15.43,16
"Mima","S",2009,"Plot","MM-16",7/6/2009 0:00:00,"16","Graminoids",25.96,16
"Mima","S",2009,"Plot","MM-16",7/6/2009 0:00:00,"16","Litter/Moss/Lichen",90.54,16
"Mima","S",2009,"Plot","MM-17",7/6/2009 0:00:00,"17","Forbs",12.71,17
"Mima","S",2009,"Plot","MM-17",7/6/2009 0:00:00,"17","Graminoids",3.97,17
"Mima","S",2009,"Plot","MM-17",7/6/2009 0:00:00,"17","Litter/Moss/Lichen",3.90,17
"Mima","S",2009,"Plot","MM-18",7/6/2009 0:00:00,"18","Forbs",8.46,18
"Mima","S",2009,"Plot","MM-18",7/6/2009 0:00:00,"18","Graminoids",15.18,18
"Mima","S",2009,"Plot","MM-18",7/6/2009 0:00:00,"18","Litter/Moss/Lichen",43.58,18
"Mima","S",2009,"Plot","MM-19",7/6/2009 0:00:00,"19","Forbs",17.85,19
"Mima","S",2009,"Plot","MM-19",7/6/2009 0:00:00,"19","Graminoids",8.13,19
"Mima","S",2009,"Plot","MM-19",7/6/2009 0:00:00,"19","Litter/Moss/Lichen",45.45,19
"Mima","S",2009,"Plot","MM-20",7/6/2009 0:00:00,"20","Forbs",3.07,20
"Mima","S",2009,"Plot","MM-20",7/6/2009 0:00:00,"20","Graminoids",5.84,20
"Mima","S",2009,"Plot","MM-20",7/6/2009 0:00:00,"20","Litter/Moss/Lichen",11.72,20
"Morgan","S",2009,"Plot","MP-1",7/9/2009 0:00:00,"1","Forbs",2.21,1
"Morgan","S",2009,"Plot","MP-1",7/9/2009 0:00:00,"1","Graminoids",5.70,1
"Morgan","S",2009,"Plot","MP-1",7/9/2009 0:00:00,"1","Litter/Moss/Lichen",22.11,1
"Morgan","S",2009,"Plot","MP-2",7/9/2009 0:00:00,"2","Forbs",2.57,2
"Morgan","S",2009,"Plot","MP-2",7/9/2009 0:00:00,"2","Graminoids",5.76,2
"Morgan","S",2009,"Plot","MP-2",7/9/2009 0:00:00,"2","Litter/Moss/Lichen",19.15,2
"Morgan","S",2009,"Plot","MP-3",7/9/2009 0:00:00,"3","Forbs",2.34,3
"Morgan","S",2009,"Plot","MP-3",7/9/2009 0:00:00,"3","Graminoids",0.54,3
"Morgan","S",2009,"Plot","MP-3",7/9/2009 0:00:00,"3","Litter/Moss/Lichen",2.71,3
"Morgan","S",2009,"Plot","MP-4",7/9/2009 0:00:00,"4","Forbs",10.88,4
"Morgan","S",2009,"Plot","MP-4",7/9/2009 0:00:00,"4","Graminoids",12.63,4
"Morgan","S",2009,"Plot","MP-4",7/9/2009 0:00:00,"4","Litter/Moss/Lichen",65.41,4
"Morgan","S",2009,"Plot","MP-5",7/9/2009 0:00:00,"5","Forbs",10.35,5
"Morgan","S",2009,"Plot","MP-5",7/9/2009 0:00:00,"5","Graminoids",5.90,5
"Morgan","S",2009,"Plot","MP-5",7/9/2009 0:00:00,"5","Litter/Moss/Lichen",49.12,5
"Morgan","S",2009,"Plot","MP-6",7/9/2009 0:00:00,"6","Forbs",11.17,6
"Morgan","S",2009,"Plot","MP-6",7/9/2009 0:00:00,"6","Graminoids",3.90,6
"Morgan","S",2009,"Plot","MP-6",7/9/2009 0:00:00,"6","Litter/Moss/Lichen",85.08,6
"Morgan","S",2009,"Plot","MP-7",7/9/2009 0:00:00,"7","Forbs",1.95,7
"Morgan","S",2009,"Plot","MP-7",7/9/2009 0:00:00,"7","Graminoids",13.73,7
"Morgan","S",2009,"Plot","MP-7",7/9/2009 0:00:00,"7","Litter/Moss/Lichen",95.99,7
"Morgan","S",2009,"Plot","MP-8",7/9/2009 0:00:00,"8","Forbs",1.76,8
"Morgan","S",2009,"Plot","MP-8",7/9/2009 0:00:00,"8","Graminoids",5.01,8
"Morgan","S",2009,"Plot","MP-8",7/9/2009 0:00:00,"8","Litter/Moss/Lichen",32.41,8
"Morgan","S",2009,"Plot","MP-9",7/9/2009 0:00:00,"9","Forbs",1.25,9
"Morgan","S",2009,"Plot","MP-9",7/9/2009 0:00:00,"9","Graminoids",16.24,9
"Morgan","S",2009,"Plot","MP-9",7/9/2009 0:00:00,"9","Litter/Moss/Lichen",96.91,9
"Morgan","S",2009,"Plot","MP-10",7/9/2009 0:00:00,"10","Forbs",10.96,10
"Morgan","S",2009,"Plot","MP-10",7/9/2009 0:00:00,"10","Graminoids",4.51,10
"Morgan","S",2009,"Plot","MP-10",7/9/2009 0:00:00,"10","Litter/Moss/Lichen",92.20,10
"Morgan","S",2009,"Plot","MP-11",7/9/2009 0:00:00,"11","Forbs",2.72,11
"Morgan","S",2009,"Plot","MP-11",7/9/2009 0:00:00,"11","Graminoids",1.79,11
"Morgan","S",2009,"Plot","MP-11",7/9/2009 0:00:00,"11","Litter/Moss/Lichen",38.02,11
"Morgan","S",2009,"Plot","MP-12",7/9/2009 0:00:00,"12","Forbs",0.98,12
"Morgan","S",2009,"Plot","MP-12",7/9/2009 0:00:00,"12","Graminoids",15.63,12
"Morgan","S",2009,"Plot","MP-12",7/9/2009 0:00:00,"12","Litter/Moss/Lichen",24.94,12
"Morgan","S",2009,"Plot","MP-13",7/9/2009 0:00:00,"13","Forbs",13.06,13
"Morgan","S",2009,"Plot","MP-13",7/9/2009 0:00:00,"13","Graminoids",4.55,13
"Morgan","S",2009,"Plot","MP-13",7/9/2009 0:00:00,"13","Litter/Moss/Lichen",38.66,13
"Morgan","S",2009,"Plot","MP-14",7/9/2009 0:00:00,"14","Forbs",0.14,14
"Morgan","S",2009,"Plot","MP-14",7/9/2009 0:00:00,"14","Graminoids",14.90,14
"Morgan","S",2009,"Plot","MP-14",7/9/2009 0:00:00,"14","Litter/Moss/Lichen",50.76,14
"Morgan","S",2009,"Plot","MP-15",7/9/2009 0:00:00,"15","Forbs",5.70,15
"Morgan","S",2009,"Plot","MP-15",7/9/2009 0:00:00,"15","Graminoids",6.91,15
"Morgan","S",2009,"Plot","MP-15",7/9/2009 0:00:00,"15","Litter/Moss/Lichen",116.15,15
"Morgan","S",2009,"Plot","MP-16",7/9/2009 0:00:00,"16","Forbs",16.95,16
"Morgan","S",2009,"Plot","MP-16",7/9/2009 0:00:00,"16","Graminoids",9.21,16
"Morgan","S",2009,"Plot","MP-16",7/9/2009 0:00:00,"16","Litter/Moss/Lichen",53.44,16
"Morgan","S",2009,"Plot","MP-17",7/9/2009 0:00:00,"17","Forbs",6.23,17
"Morgan","S",2009,"Plot","MP-17",7/9/2009 0:00:00,"17","Graminoids",19.63,17
"Morgan","S",2009,"Plot","MP-17",7/9/2009 0:00:00,"17","Litter/Moss/Lichen",165.04,17
"Morgan","S",2009,"Plot","MP-18",7/9/2009 0:00:00,"18","Forbs",16.25,18
"Morgan","S",2009,"Plot","MP-18",7/9/2009 0:00:00,"18","Graminoids",1.01,18
"Morgan","S",2009,"Plot","MP-18",7/9/2009 0:00:00,"18","Litter/Moss/Lichen",32.93,18
"Morgan","S",2009,"Plot","MP-19",7/9/2009 0:00:00,"19","Litter/Moss/Lichen",39.44,19
"Morgan","S",2009,"Plot","MP-20",7/9/2009 0:00:00,"20","Forbs",9.25,20
"Morgan","S",2009,"Plot","MP-20",7/9/2009 0:00:00,"20","Graminoids",3.97,20
"Morgan","S",2009,"Plot","MP-20",7/9/2009 0:00:00,"20","Litter/Moss/Lichen",88.22,20
"Pigeon","S",2009,"Plot","PB-2",7/1/2009 0:00:00,"2","Forbs",15.35,2
"Pigeon","S",2009,"Plot","PB-2",7/1/2009 0:00:00,"2","Graminoids",0.22,2
"Pigeon","S",2009,"Plot","PB-2",7/1/2009 0:00:00,"2","Litter/Moss/Lichen",1.92,2
"Pigeon","S",2009,"Plot","PB-3",7/1/2009 0:00:00,"3","Forbs",21.48,3
"Pigeon","S",2009,"Plot","PB-3",7/1/2009 0:00:00,"3","Graminoids",1.39,3
"Pigeon","S",2009,"Plot","PB-3",7/1/2009 0:00:00,"3","Litter/Moss/Lichen",13.16,3
"Pigeon","S",2009,"Plot","PB-3",7/1/2009 0:00:00,"3","Shrubs",0.78,3
"Pigeon","S",2009,"Plot","PB-5",7/1/2009 0:00:00,"5","Forbs",16.01,5
"Pigeon","S",2009,"Plot","PB-5",7/1/2009 0:00:00,"5","Graminoids",21.09,5
"Pigeon","S",2009,"Plot","PB-5",7/1/2009 0:00:00,"5","Litter/Moss/Lichen",22.94,5
"Pigeon","S",2009,"Plot","PB-5",7/1/2009 0:00:00,"5","Shrubs",3.76,5
"Pigeon","S",2009,"Plot","PB-6",7/1/2009 0:00:00,"6","Forbs",11.72,6
"Pigeon","S",2009,"Plot","PB-6",7/1/2009 0:00:00,"6","Litter/Moss/Lichen",2.43,6
"Pigeon","S",2009,"Plot","PB-6",7/1/2009 0:00:00,"6","Shrubs",3.64,6
"Pigeon","S",2009,"Plot","PB-9",7/1/2009 0:00:00,"9","Forbs",8.56,9
"Pigeon","S",2009,"Plot","PB-9",7/1/2009 0:00:00,"9","Graminoids",12.51,9
"Pigeon","S",2009,"Plot","PB-9",7/1/2009 0:00:00,"9","Litter/Moss/Lichen",12.90,9
"Pigeon","S",2009,"Plot","PB-9",7/1/2009 0:00:00,"9","Shrubs",0.98,9
"Pigeon","S",2009,"Plot","PB-12",7/1/2009 0:00:00,"12","Forbs",1.24,12
"Pigeon","S",2009,"Plot","PB-12",7/1/2009 0:00:00,"12","Graminoids",2.65,12
"Pigeon","S",2009,"Plot","PB-12",7/1/2009 0:00:00,"12","Litter/Moss/Lichen",8.82,12
"Pigeon","S",2009,"Plot","PB-17",7/1/2009 0:00:00,"17","Graminoids",0.98,17
"Pigeon","S",2009,"Plot","PB-17",7/1/2009 0:00:00,"17","Litter/Moss/Lichen",1.62,17
"Pigeon","S",2009,"Plot","PB-18",7/1/2009 0:00:00,"18","Forbs",19.82,18
"Pigeon","S",2009,"Plot","PB-18",7/1/2009 0:00:00,"18","Graminoids",5.63,18
"Pigeon","S",2009,"Plot","PB-18",7/1/2009 0:00:00,"18","Litter/Moss/Lichen",8.44,18
"Pigeon","S",2009,"Plot","PB-18",7/1/2009 0:00:00,"18","Shrubs",0.60,18
"Pigeon","S",2009,"Plot","PB-24",7/1/2009 0:00:00,"24","Graminoids",4.75,24
"Pigeon","S",2009,"Plot","PB-24",7/1/2009 0:00:00,"24","Litter/Moss/Lichen",3.25,24
"Pigeon","S",2009,"Plot","PB-26",7/1/2009 0:00:00,"26","Forbs",11.71,26
"Pigeon","S",2009,"Plot","PB-26",7/1/2009 0:00:00,"26","Graminoids",11.74,26
"Pigeon","S",2009,"Plot","PB-26",7/1/2009 0:00:00,"26","Litter/Moss/Lichen",8.99,26
"Pigeon","S",2009,"Plot","PB-27",7/1/2009 0:00:00,"27","Graminoids",0.07,27
"Pigeon","S",2009,"Plot","PB-27",7/1/2009 0:00:00,"27","Litter/Moss/Lichen",0.20,27
"Pigeon","S",2009,"Plot","PB-28",7/1/2009 0:00:00,"28","Graminoids",2.29,28
"Pigeon","S",2009,"Plot","PB-28",7/1/2009 0:00:00,"28","Litter/Moss/Lichen",3.42,28
"Pigeon","S",2009,"Plot","PB-28",7/1/2009 0:00:00,"28","Shrubs",8.58,28
"Pigeon","S",2009,"Plot","PB-32",7/1/2009 0:00:00,"32","Forbs",25.30,32
"Pigeon","S",2009,"Plot","PB-32",7/1/2009 0:00:00,"32","Graminoids",6.92,32
"Pigeon","S",2009,"Plot","PB-32",7/1/2009 0:00:00,"32","Litter/Moss/Lichen",5.18,32
"Pigeon","S",2009,"Plot","PB-35",7/1/2009 0:00:00,"35","Graminoids",4.00,35
"Pigeon","S",2009,"Plot","PB-39",7/1/2009 0:00:00,"39","Graminoids",0.82,39
"Pigeon","S",2009,"Plot","PB-39",7/1/2009 0:00:00,"39","Litter/Moss/Lichen",6.94,39
"Pigeon","S",2009,"Plot","PB-42",7/1/2009 0:00:00,"42","Forbs",13.14,42
"Pigeon","S",2009,"Plot","PB-42",7/1/2009 0:00:00,"42","Litter/Moss/Lichen",3.39,42
"Pigeon","S",2009,"Plot","PB-43",7/1/2009 0:00:00,"43","Forbs",18.14,43
"Pigeon","S",2009,"Plot","PB-43",7/1/2009 0:00:00,"43","Graminoids",0.56,43
"Pigeon","S",2009,"Plot","PB-44",7/1/2009 0:00:00,"44","Graminoids",24.31,44
"Pigeon","S",2009,"Plot","PB-44",7/1/2009 0:00:00,"44","Litter/Moss/Lichen",7.32,44
"Pigeon","S",2009,"Plot","PB-45",7/1/2009 0:00:00,"45","Forbs",18.99,45
"Pigeon","S",2009,"Plot","PB-45",7/1/2009 0:00:00,"45","Graminoids",0.38,45
"Pigeon","S",2009,"Plot","PB-45",7/1/2009 0:00:00,"45","Litter/Moss/Lichen",5.00,45
"Pigeon","S",2009,"Plot","PB-46",7/1/2009 0:00:00,"46","Forbs",9.96,46
"Pigeon","S",2009,"Plot","PB-46",7/1/2009 0:00:00,"46","Litter/Moss/Lichen",2.61,46
"Scatter","S",2009,"Plot","SC-1",7/6/2009 0:00:00,"1","Forbs",8.31,1
"Scatter","S",2009,"Plot","SC-1",7/6/2009 0:00:00,"1","Graminoids",6.59,1
"Scatter","S",2009,"Plot","SC-1",7/6/2009 0:00:00,"1","Litter/Moss/Lichen",7.75,1
"Scatter","S",2009,"Plot","SC-1",7/6/2009 0:00:00,"1","Shrubs",0.04,1
"Scatter","S",2009,"Plot","SC-2",7/6/2009 0:00:00,"2","Forbs",10.25,2
"Scatter","S",2009,"Plot","SC-2",7/6/2009 0:00:00,"2","Graminoids",3.74,2
"Scatter","S",2009,"Plot","SC-2",7/6/2009 0:00:00,"2","Litter/Moss/Lichen",14.11,2
"Scatter","S",2009,"Plot","SC-3",7/6/2009 0:00:00,"3","Forbs",11.38,3
"Scatter","S",2009,"Plot","SC-3",7/6/2009 0:00:00,"3","Graminoids",3.28,3
"Scatter","S",2009,"Plot","SC-3",7/6/2009 0:00:00,"3","Litter/Moss/Lichen",4.88,3
"Scatter","S",2009,"Plot","SC-4",7/6/2009 0:00:00,"4","Forbs",2.25,4
"Scatter","S",2009,"Plot","SC-4",7/6/2009 0:00:00,"4","Graminoids",10.87,4
